"AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP",,,,,,,,,,,,,,
SUPERINTENDÊNCIA DE DEFESA DA CONCORRÊNCIA,,,,,,,,,,,,,,
SISTEMA DE LEVANTAMENTO DE PREÇOS,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
INTERVALO DE TEMPO: SEMANAL,,,,,,,,,,,,,,
PERÍODO: 11/05/2025 A 17/05/2025,,,,,,,,,,,,,,
COMBUSTÍVEL: TODOS,,,,,,,,,,,,,,
TIPO RELATÓRIO: MUNICÍPIO,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CNPJ,RAZÃO,FANTASIA,ENDEREÇO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,MUNICÍPIO,ESTADO,BANDEIRA,PRODUTO,UNIDADE DE MEDIDA,PREÇO DE REVENDA,DATA DA COLETA
 03.877.799/0001-97,TELEGÁS CATANDUVA COMÉRCIO DE GÁS LTDA - ME.,TELEGÁS CATANDUVA,RUA CAMPINAS,393,,VILA MOTTA,15804-095,CATANDUVA,SAO PAULO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,109.80,5/12/2025
 08.254.417/0001-92,VIANA TRANSPORTE E COMERCIO LTDA,VIANA GAS,TRAVESSA JOÃO NORBERTO DE BARROS,59,,ÁGUA VERMELHA,78150-000,VARZEA GRANDE,MATO GROSSO,BRANCA,GLP,R$ / 13 kg,94.99,5/14/2025
 06.887.875/0001-33,SEBASTIÃO BATISTA COELHO GÁS ME,AGUIA GÁS,RUA ERNESTO ALVES FILHO,516,QT 3657 Q 57 L 021,JARDIM CAMPOS ELISEOS,13060-057,CAMPINAS,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,99.99,5/13/2025
 08.228.586/0001-58,T P DA SILVA PINHEIRO,LIGUE GÁS,AVENIDA JOAQUIM NELSON,1777,,ITARARE,64078-600,TERESINA,PIAUI,BAHIANA,GLP,R$ / 13 kg,105.00,5/14/2025
 08.369.675/0001-14,GAS PEDRA REVENDEDORA DE GAS LTDA,GAS PEDRA,RUA ABILIO JOSE DE MATOS,S/N,LOTES 01 E 02 QD. B,PORTO DA PEDRA,24740-000,SAO GONCALO,RIO DE JANEIRO,BRANCA,GLP,R$ / 13 kg,102.00,5/12/2025
 08.638.096/0001-20,JAQUELANIO FERREIRA DOS SANTOS,BIA GÁS,AVENIDA JUSCELINO KUBITSCHEK,430,LOT 31,PALESTINA,49060-000,ARACAJU,SERGIPE,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,99.99,5/12/2025
 05.875.485/0001-80,PARK COMERCIO DE GAS LTDA,,AVENIDA QUINZE DE AGOSTO,5200,,JARDIM LEOCADIA,18085-290,SOROCABA,SAO PAULO,BRANCA,GLP,R$ / 13 kg,110.00,5/12/2025
 08.474.716/0001-32,SUPERCHAMA GÁS LTDA - ME,SUPERCHAMA GÁS,RUA CRISTAL ESQ. COM RUA BRASILIA,220,QUADRA 09 LOTE 17,ITAMARATY,75050-060,ANAPOLIS,GOIAS,BRANCA,GLP,R$ / 13 kg,110.00,5/14/2025
 08.765.516/0001-39,A & J COMERCIO DE GAS LTDA,ARRUDA GÁS,AVENIDA RUBINA,824,ANEXO A                   LOTE  MARIA LUZIA REGUEIRA,SANTA LUZIA,53637-550,IGARASSU,PERNAMBUCO,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,100.00,5/14/2025
 05.457.489/0001-49,L. DOS S. ALVES PEREIRA & CIA LTDA,,AVENIDA PAULO RAMOS,505,,CENTRO,65200-000,PINHEIRO,MARANHAO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,125.00,5/12/2025
 07.176.395/0001-27,PARNAGÁS COMÉRCIO DE GÁS LTDA ME,,R SANTANA,496,,ALTO BOA VISTA,56280-000,ARARIPINA,PERNAMBUCO,BAHIANA,GLP,R$ / 13 kg,105.00,5/12/2025
 06.063.266/0001-60,W L SCHMITT,SCHMITT GÁS,RUA S 13,854,QD. 61 - LT. 06,SETOR SOL NASCENTE,77425-090,GURUPI,TOCANTINS,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,120.00,5/12/2025
 03.410.951/0001-27,C. TAVARES DIAS ME,COMERCIAL MAGUARI,AVENIDA RUI BARAUNA,553,A,CARANÃ,69301-970,BOA VISTA,RORAIMA,FOGAS,GLP,R$ / 13 kg,137.00,5/13/2025
 08.600.977/0001-51,DEGAN COMERCIO DE GAS LTDA ME,SONIC GAS,AVENIDA VASCO FERNANDES COUTINHO,625,LJ 01,INTERLAGOS,29903-068,LINHARES,ESPIRITO SANTO,LIQUIGÁS,GLP,R$ / 13 kg,110.00,5/14/2025
 08.409.734/0001-30,LOSPERTEC COMERCIO E SERVICOS DE GLP LTDA,LOSPERTEC,RUA DURVALINO ROSA FERNANDES,65,,JD. SOROCABA PARK,18078-807,SOROCABA,SAO PAULO,CONSIGAZ,GLP,R$ / 13 kg,109.00,5/13/2025
 05.672.155/0001-98,SUPERMERCADO PILETTI E PILETTI LTDA,COMERCIAL PILETTI,RUA PADRE ANCHIETA,214,,PARQUE NOVO ESTEIO,93270-020,ESTEIO,RIO GRANDE DO SUL,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,115.00,5/14/2025
 07.372.449/0001-20,JACELITA FERREIRA DA SILVA,JOTA GÁS,RUA JOAO VITALIANO,186,,CENTRO,58100-100,CABEDELO,PARAIBA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,107.00,5/12/2025
 05.636.540/0001-80,DANILO MAXIMO MARASCA - ME,,RUA CASTRO ALVES,1019,,CENTRO,14870-870,JABOTICABAL,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,99.99,5/12/2025
 08.823.998/0001-36,"MARZINHO R DA SILVA COMÉRCIO GÁS, AGUA E RAÇÕES LTDA",MAZINHO GÁS,RUA   FLOR DO GUARUJA,83,A,JARDINS,29190-338,ARACRUZ,ESPIRITO SANTO,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,115.00,5/14/2025
 08.753.120/0001-71,P. P. DISTRIBUIDORA DE GAS E AGUA MINERAL LTDA,P P  DISTRIBUIDORA DE GAS E AGUA MINERAL,RODOVIA RIACHAO DOS DANTAS,643,,SAO JOSE,49400-000,LAGARTO,SERGIPE,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,100.00,5/12/2025
 08.093.351/0001-04,MARCIO TAVARES NUNES,MÁRCIO GÁS,RUA MATHEUS GOMES VIANA,419,,FRAGATA,96045-630,PELOTAS,RIO GRANDE DO SUL,LIQUIGÁS,GLP,R$ / 13 kg,112.00,5/13/2025
 05.613.950/0001-05,V. O. SANTOS DE ITAMARAJU ME,,RUA MARIA QUITÉRIA,110,TERREO,CENTRO,45836-000,ITAMARAJU,BAHIA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,105.00,5/12/2025
 08.611.406/0001-12,CORNELIO MARTINS,GÁS RIACHO DOCE,RUA RODOLPHO SENFF,447,LOJA 01,JARDIM DAS AMERICAS,81530-240,CURITIBA,PARANA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,98.90,5/15/2025
 08.854.729/0001-37,JOEL GUIMARAES OLIVEIRA,GG GÁS,RUA CERPA,71,,LIBERDADE,93330-240,NOVO HAMBURGO,RIO GRANDE DO SUL,BRANCA,GLP,R$ / 13 kg,105.00,5/12/2025
 08.650.675/0001-98,GILDESIO PESSOA DE ARAUJO - ME,GIL GAS,RUA MARACAJU,67,,JARDIM MIRANTE,13224-630,VARZEA PAULISTA,SAO PAULO,BRANCA,GLP,R$ / 13 kg,100.00,5/16/2025
 06.011.462/0001-90,KINCAS GAS COM.DE GAS LTDA,KINKAS GÁS,RUA ALTAMIRO GUIMARAES,1855,,OFICINAS,88702-103,TUBARAO,SANTA CATARINA,LIQUIGÁS,GLP,R$ / 13 kg,105.00,5/14/2025
 05.918.657/0001-56,ALINE DE SANTANA ANDRADE,LILIA GÁS E ÁGUA,RUA 12 DE OUTUBRO,150,,DEZOITO DO FORTE,49072-210,ARACAJU,SERGIPE,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,108.00,5/12/2025
 04.691.833/0001-05,COMERCIAL DE GÁS S. W. FRANCK LTDA.,,RUA TENENTE ARY TARRAGO,3160,,PROTASIO ALVES,91225-002,PORTO ALEGRE,RIO GRANDE DO SUL,ULTRAGAZ,GLP,R$ / 13 kg,117.00,5/13/2025
 03.329.933/0001-15,A R DE OLIVEIRA POSTO DE VENDA DE GAS LTDA,,ESTRADA DOUTOR PLINIO CASADO,0,LOTE  09                        STO ANTONIO DA PRATA,CENTRO,26130-621,BELFORD ROXO,RIO DE JANEIRO,BRANCA,GLP,R$ / 13 kg,89.99,5/13/2025
 08.487.715/0001-22,APARECIDA FÁTIMA DE ALMEIDA NOVAES - ME.,PENTÁGONO COMÉRCIO DE ÁGUA E GÁS,AVENIDA GETÚLIO VARGAS,270,,CALMON VIANA,08560-000,POA,SAO PAULO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,105.00,5/12/2025
 08.923.937/0001-40,E. R. SOARES,COMERCIAL MOURÃO,RUA SHEILA REGINA,5745,,ESPERANCA DA COMUNIDADE,76825-096,PORTO VELHO,RONDONIA,FOGAS,GLP,R$ / 13 kg,115.00,5/13/2025
 02.650.388/0001-00,HELMER'S COMERCIO DE GAS LTDA,VERDURÃO SANTO ANTONIO,AVENIDA SALVADOR PECANHA,690,,KUBITSCHEK,29203-005,GUARAPARI,ESPIRITO SANTO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,94.00,5/15/2025
 08.571.484/0001-30,C. H. DISTRIBUIDORA DE GAS LTDA,,AVENIDA SENADOR HERMÍNIO DE MORAES,924,,CENTRO,62010-970,SOBRAL,CEARA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,110.00,5/13/2025
 07.217.684/0001-27,M.G.DA SILVA MELO,COMERCIAL LARISSA,AVENIDA EMILIA DA SILVA LAVOR,510,,CARANA,69313-588,BOA VISTA,RORAIMA,FOGAS,GLP,R$ / 13 kg,139.00,5/13/2025
 07.304.536/0001-40,ADRIANO ZARDO GAS,,RUA ARI BARROSO,715,,JARDIM BRASILIA II,85815-360,CASCAVEL,PARANA,ULTRAGAZ,GLP,R$ / 13 kg,105.00,5/15/2025
 08.546.317/0001-30,MARCOS ANTÔNIO ALVES,MINASGAS,AVENIDA BENTO MUNHOZ DA ROCHA NETO,4028,,PARQUE SÃO JOÃO,83212-000,PARANAGUA,PARANA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,100.00,5/12/2025
 04.531.724/0001-12,G FERNANDES E PEREIRA LTDA.,PANIFICADORA IGUAÇU,RUA CAPIVARI,1227,,JARDIM IGUAÇU,83701-440,ARAUCARIA,PARANA,LIQUIGÁS,GLP,R$ / 13 kg,100.00,5/12/2025
 05.561.044/0001-04,ZUIM GAS LTDA,,ALAMEDA FLOR DE AMOR,45886,,PQ SAO GERALDO,17021-270,BAURU,SAO PAULO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,107.00,5/12/2025
 08.824.284/0001-42,COMERCIAL DE GAS A M FREITAS LTDA,,AVENIDA TIARAJU,2169,,IBIRAPUITA,97546-550,ALEGRETE,RIO GRANDE DO SUL,LIQUIGÁS,GLP,R$ / 13 kg,110.00,5/12/2025
 08.157.043/0001-97,ARANTES E FERREIRA LTDA. ME,MOTO GÁS,RUA JOSÉ ADELAIDE,112,,SANTO AFONSO,37410-000,TRES CORACOES,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,90.00,5/14/2025
 06.789.282/0001-34,M. L. SILVA VIOLETTI - ME.,CHAMA GÁS,AVENIDA AMELIA LATORRE,309,,RETIRO,13211-000,JUNDIAI,SAO PAULO,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,110.00,5/15/2025
 08.943.419/0001-99,BRANCO DISTRIBUIDORA DE GÁS LTDA.,BRANCO,RUA SANTA CRUZ,1037,,CENTRO,18275-130,TATUI,SAO PAULO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,130.00,5/14/2025
 08.386.205/0001-69,MINEIRO COMERCIO DE GAS CAMPINAS LTDA,MINEIRO GÁS,RUA ALFENAS,43,,JD STA LUCIA,13060-482,CAMPINAS,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,107.99,5/15/2025
 05.072.545/0001-27,MARCIO HENRIQUE LOPES MONTEIRO,MARCIO HENRIQUE LOPES MONTEIRO,RUA PROJETADA 147,1020,,CATAVENTO,64600-002,PICOS,PIAUI,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,105.00,5/13/2025
 84.044.692/0001-60,A. A. LIMA BRITO - ME,NOSSO BAR,AVENIDA GENERAL ATAIDE TEIVE,5560,,SANTA TEREZA,06939-000,BOA VISTA,RORAIMA,FOGAS,GLP,R$ / 13 kg,143.00,5/14/2025
 08.714.584/0001-79,JOSEVAL AZEVEDO DOS SANTOS ME.,VAL GÁS,AVENIDA JOVINO BISPO DA CRUZ,256,,CENTRO,27119-863,LAGARTO,SERGIPE,BAHIANA,GLP,R$ / 13 kg,105.00,5/12/2025
 09.089.357/0001-62,VALDEIR MARQUES MARTINS,COTA GÁS,AVENIDA CRUZEIRO DO SUL C/ AV. PRES. KENNEDY,S/N,QUADRA 05 LOTES 01 E 02,RESIDENCIAL DONA LETICE,75830-000,MINEIROS,GOIAS,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,128.00,5/14/2025
 08.289.025/0001-69,RAYMUNDO GUEDES BARBOSA MARTINS - ME,RAYMUNDO GUEDES,AVENIDA OSVALDO ARANHA,266,,TERRA NOVA,12082-800,TAUBATE,SAO PAULO,BRANCA,GLP,R$ / 13 kg,85.00,5/16/2025
 34.809.871/0001-72,IRACI S. DA SILVA - ME,BAR E MERCEARIA SÃO VICENTE,RUA ARARAQUARA,163,,SÃO VICENTE,69303-452,BOA VISTA,RORAIMA,FOGAS,GLP,R$ / 13 kg,137.00,5/13/2025
 09.120.282/0001-35,COMERCIAL DE GÁS LIMA LTDA.,,AVENIDA BELA VISTA,1090,1102,BELA VISTA,55190-000,SANTA CRUZ DO CAPIBARIBE,PERNAMBUCO,BAHIANA,GLP,R$ / 13 kg,105.00,5/14/2025
 04.737.764/0001-15,LUCIANO ZADULSKI COMERCIO DE GAS EIRELI,,RUA CEARA,575,,JARDIM IGUACU,83701-400,ARAUCARIA,PARANA,BRANCA,GLP,R$ / 13 kg,110.00,5/12/2025
 08.812.344/0001-07,A L SOUTO GAS LTDA,,RUA AIRES JOCA,SN,QD 08 LT 05,ALTO DA COLINA,77500-000,PORTO NACIONAL,TOCANTINS,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,125.00,5/14/2025
 00.801.836/0002-76,DISABEL DISTRIBUIDORA DE ALIMENTOS E BEBIDAS LTDA.,INGAS,RUA MAGNA RABELO SILVEIRA,2001,,CRISTO REDENTOR,35540-000,OLIVEIRA,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,110.00,5/15/2025
 09.023.281/0001-72,COMERCIO DE GÁS DIMERHARDT LTDA.,CHAMA GÁS,RUA FERNANDO FERRARI,165,,CENTRO,93260-970,ESTEIO,RIO GRANDE DO SUL,ULTRAGAZ,GLP,R$ / 13 kg,110.00,5/14/2025
 08.531.763/0001-70,M F BORGES SUPERMERCADO EIRELI,,RUA JOSÉ BONIFÁCIO,1521,,ROSÁRIO,13634-010,PIRASSUNUNGA,SAO PAULO,CONSIGAZ,GLP,R$ / 13 kg,99.00,5/13/2025
 09.061.351/0001-87,HIPER GÁS LTDA.,,RUA ALAGOAS,695,,IGUACU,83701-300,ARAUCARIA,PARANA,BRANCA,GLP,R$ / 13 kg,110.00,5/12/2025
 09.023.117/0001-65,ROUXINOL COMERCIO DE GAS LTDA,ROUXINOL,RUA ROUXINOL,2293,,VILA APARECIDA,86706-190,ARAPONGAS,PARANA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,99.99,5/14/2025
 08.404.597/0001-41,REMI BARCELOS DE OLIVEIRA,ALBA GÁS,AVENIDA FRANCISCO MASTROPIETRO,1172,,JARDIM PRIMAVERA,15997-030,MATAO,SAO PAULO,BRANCA,GLP,R$ / 13 kg,124.99,5/12/2025
 06.901.871/0001-62,ROSIMEIRE FERREIRA ANDRADE,S O S GÁS,RUA   ALTO DO SALDANHA,209,,BROTAS,40280-070,SALVADOR,BAHIA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,125.00,5/13/2025
 06.332.395/0001-06,CICERO CÂNDIDO DE SOUZA,,RUA CORONEL JOÃO GUALBERTO,447,,JARDIM NOVO BANDEIRANTES,86188-050,CAMBE,PARANA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,110.00,5/14/2025
 08.881.136/0001-60,POSTO DE GAS DONA MARIA LTDA,HELLOGAS,AVENIDA PRESIDENTE GETULIO VARGAS,3392,,MARIA REGINA,94818-000,ALVORADA,RIO GRANDE DO SUL,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,103.00,5/13/2025
 09.197.875/0001-08,SANTA MONICA COMERCIO DE GAS LTDA.,HIPER GÁS,AVENIDA ORTIZIO BORGES,2181,,SANTA MONICA,38408-164,UBERLANDIA,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,88.00,5/14/2025
 09.041.180/0001-24,FRANCO & GOUVEIA DISTRIBUIDORA DE GAS LTDA,,RUA BENJAMIN BERNARDINO DA COSTA,425,LOTE;,CONJUNTO COSTA TELLES I,38035-350,UBERABA,MINAS GERAIS,CONSIGAZ,GLP,R$ / 13 kg,88.00,5/14/2025
 05.159.557/0001-93,EDIMILSON BARBOSA DE SOUZA - ME.,,ESTRADA DAS PITAS,491,,PARQUE VIANA,06449-300,BARUERI,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,125.99,5/15/2025
 09.147.784/0001-50,CENTRAL PORTO GAS COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO LTDA,CENTRAL PORTO GAS,AVENIDA ASSIS BRASIL,7270,,SARANDI,91140-000,PORTO ALEGRE,RIO GRANDE DO SUL,ULTRAGAZ,GLP,R$ / 13 kg,110.00,5/15/2025
 08.360.742/0001-30,COMERCIAL DE GAS SILVA LTDA,,RUA MARAGOGI,301,,JARDIM TROPICAL,57316-025,ARAPIRACA,ALAGOAS,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,103.00,5/15/2025
 09.194.758/0001-82,R A DE FREITAS LTDA,EDIGAS,RUA 7,SN,QUADRA55                  LOTE  4A                  LOTE  4B,PARQUE LAGO,73813-840,FORMOSA,GOIAS,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,100.00,5/12/2025
 06.111.390/0001-53,FRANCA GAS LTDA,FRANÇA GÁS,AVENIDA EDUARDO TONIELLO STZ 50,1341,SALA  02,JARDIM GIMENEZ,14161-350,SERTAOZINHO,SAO PAULO,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,99.99,5/13/2025
 08.432.581/0001-42,NILZA DA SILVA DIAS,,AVENIDA JOSÉ DE NAPOLIS,S/N,ESQ.C/RUA OSCAR DIAS DE MACEDO,JD.DAS ARAUCÁRIAS II,84174-600,CASTRO,PARANA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,117.00,5/15/2025
 09.251.112/0001-90,BANDEIRANTES GÁS LTDA,TIAO GÁS,RUA CORONEL  JOAO GUALBERTO,321,,JARDIM SILVINO,86188-050,CAMBE,PARANA,BRANCA,GLP,R$ / 13 kg,110.00,5/14/2025
 08.745.154/0001-14,NA CARA DO GOL DISTRIBUIDORA DE GÁS LTDA.,,AVENIDA SAQUAREMA,S/N,LT 06 QD 49,PORTO DA ROÇA,28990-000,SAQUAREMA,RIO DE JANEIRO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,98.00,5/15/2025
 03.491.872/0001-98,PAULO VICENTE DO NASCIMENTO,,RUA ZERO,1167,,NATAL,38300-050,ITUIUTABA,MINAS GERAIS,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,90.00,5/13/2025
 05.799.738/0001-84,M.J. SOARES E CARNEIRO LTDA,,RUA OSORIO DE CAMPOS,15,,JDM.STA.RITA DE CASSIA,18274-260,TATUI,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,130.00,5/14/2025
 09.352.514/0001-80,MARCOS ROBERTO DE OLIVEIRA GAS,VIC GÁS,RUA DARIO DE CASTRO,45660,,N. NOBUJI NAGASAWA,17026-841,BAURU,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,105.00,5/12/2025
 08.916.727/0001-25,GRAZIELE DOS SANTOS GARCIA GÁS - ME.,GRAZI GÁS,AVENIDA PRESIDENTE CASTELO BRANCO,2628,,JARDIM ZAIRA,09321-375,MAUA,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,110.00,5/14/2025
 72.391.584/0001-84,MENDONCA & PIRES COMERCIO DE GAS LTDA,LIQUIGÁS,ALAMEDA LUIZA ANGELICA,220,ANT 229 Q5 L5,BALNEARIO,23906-195,ANGRA DOS REIS,RIO DE JANEIRO,ULTRAGAZ,GLP,R$ / 13 kg,125.00,5/15/2025
 08.960.960/0001-05,ROK GAS COMERCIO E DISTRIBUICAO LTDA ME,,AVENIDA CASPER LIBERO,871,,PARQUE RIBEIRAO PRETO,14031-180,RIBEIRAO PRETO,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,120.00,5/14/2025
 09.390.929/0001-49,REGINA DE FATIMA AMBROSIO CAMARGO,MARTINS GÁS,RUA NICOLA PIZZA,1298,,VILA MARTINS,18702-010,AVARE,SAO PAULO,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,120.00,5/13/2025
 03.274.588/0001-60,J. F. DE TOLEDO GUARATINGUETA - ME.,R A AGUA TOLEDO,AVENIDA   BRASIL,77,,ENGENHEIRO NEIVA,12521-000,GUARATINGUETA,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,110.00,5/13/2025
 07.534.457/0001-25,COMERCIAL DE GAS MAKEWITZ LTDA,FERNANDU DUGAS,RUA ONZE DE JUNHO,500,,OPERARIO,93315-130,NOVO HAMBURGO,RIO GRANDE DO SUL,LIQUIGÁS,GLP,R$ / 13 kg,114.99,5/12/2025
 09.221.265/0001-94,JJGD DISTRIBUIDORA DE GAS E AGUA LTDA,DJ DISTRIBUIDORA DE GÁS E ÁGUA,AVENIDA ROTARY,3,,PARQUE LUIZA,06816-100,EMBU DAS ARTES,SAO PAULO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,99.99,5/13/2025
 06.263.077/0001-30,ALCIDES BADORO MONTES E CIA LTDA.,REPRESENTANTE SUPERGRABAS,RUA FUNCHAL GARCIA,360,B,SÃO CRISTÓVÃO,36700-000,LEOPOLDINA,MINAS GERAIS,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,105.00,5/15/2025
 02.085.325/0001-40,"JARDIM,S MATERIAIS DE CONSTRUÇÃO LTDA.",,AVENIDA B,103,,CONJUNTO JARDIM I,49160-000,NOSSA SENHORA DO SOCORRO,SERGIPE,BAHIANA,GLP,R$ / 13 kg,105.00,5/12/2025
 05.451.697/0001-30,MARIA APARECIDA GAVA - ME,GAVA GÁS,RUA BENTO DE GODOI NETO,S/N,QUADRA 03 LOTE 06,PARQUE REAL,75690-000,CALDAS NOVAS,GOIAS,BRANCA,GLP,R$ / 13 kg,108.00,5/14/2025
 09.372.175/0001-02,GIANNI F GONCALVES,G E N GÁS E ÁGUA,AVENIDA IPIRANGA,1810A,,CIDADE ALTA,78030-500,CUIABA,MATO GROSSO,BRANCA,GLP,R$ / 13 kg,110.00,5/14/2025
 05.805.043/0001-68,LIRIOS SERVICOS AUTOMOTIVOS LTDA,,AVENIDA SALUM,861,,VILA PRADO,13574-040,SAO CARLOS,SAO PAULO,BRANCA,GASOLINA COMUM,R$ / litro,5.59,5/12/2025
 05.805.043/0001-68,LIRIOS SERVICOS AUTOMOTIVOS LTDA,,AVENIDA SALUM,861,,VILA PRADO,13574-040,SAO CARLOS,SAO PAULO,BRANCA,GASOLINA ADITIVADA,R$ / litro,5.59,5/12/2025
 05.805.043/0001-68,LIRIOS SERVICOS AUTOMOTIVOS LTDA,,AVENIDA SALUM,861,,VILA PRADO,13574-040,SAO CARLOS,SAO PAULO,BRANCA,ETANOL,R$ / litro,3.74,5/12/2025
 08.926.273/0001-73,POSTO AVENIDA DAS TORRES LTDA,,AVENIDA OSVALDO JOSE DO AMARAL,SN,ESQ MANOEL E CARDOSO,BELA VISTA,88110-798,SAO JOSE,SANTA CATARINA,RAIZEN MIME,GASOLINA COMUM,R$ / litro,6.77,5/15/2025
 08.926.273/0001-73,POSTO AVENIDA DAS TORRES LTDA,,AVENIDA OSVALDO JOSE DO AMARAL,SN,ESQ MANOEL E CARDOSO,BELA VISTA,88110-798,SAO JOSE,SANTA CATARINA,RAIZEN MIME,GASOLINA ADITIVADA,R$ / litro,6.99,5/15/2025
 08.926.273/0001-73,POSTO AVENIDA DAS TORRES LTDA,,AVENIDA OSVALDO JOSE DO AMARAL,SN,ESQ MANOEL E CARDOSO,BELA VISTA,88110-798,SAO JOSE,SANTA CATARINA,RAIZEN MIME,ETANOL,R$ / litro,4.99,5/15/2025
 68.664.358/0001-52,SINVALDYR COMERCIO E TRANSPORTE DE GAS LTDA,,RUA ALCINA,140,,MADUREIRA,21310-230,RIO DE JANEIRO,RIO DE JANEIRO,BRANCA,GLP,R$ / 13 kg,97.00,5/12/2025
 09.400.689/0001-16,AUTO POSTO CATA-VENTO LTDA,,AVENIDA DOS INGAS,4030,,JARDIM DAS PALMEIRAS,78552-000,SINOP,MATO GROSSO,BRANCA,GASOLINA COMUM,R$ / litro,6.19,5/13/2025
 09.400.689/0001-16,AUTO POSTO CATA-VENTO LTDA,,AVENIDA DOS INGAS,4030,,JARDIM DAS PALMEIRAS,78552-000,SINOP,MATO GROSSO,BRANCA,GASOLINA ADITIVADA,R$ / litro,6.39,5/13/2025
 09.400.689/0001-16,AUTO POSTO CATA-VENTO LTDA,,AVENIDA DOS INGAS,4030,,JARDIM DAS PALMEIRAS,78552-000,SINOP,MATO GROSSO,BRANCA,DIESEL S500,R$ / litro,6.49,5/13/2025
 09.400.689/0001-16,AUTO POSTO CATA-VENTO LTDA,,AVENIDA DOS INGAS,4030,,JARDIM DAS PALMEIRAS,78552-000,SINOP,MATO GROSSO,BRANCA,DIESEL S10,R$ / litro,6.59,5/13/2025
 09.400.689/0001-16,AUTO POSTO CATA-VENTO LTDA,,AVENIDA DOS INGAS,4030,,JARDIM DAS PALMEIRAS,78552-000,SINOP,MATO GROSSO,BRANCA,ETANOL,R$ / litro,4.09,5/13/2025
 09.463.133/0001-79,DEPOSITO DE GAS IDEAL LTDA,,"QUADRA QS 11, CONJUNTO G,  AREAL (AGUAS CLARAS), LOTE",6,,TAGUATINGA,71982-650,BRASILIA,DISTRITO FEDERAL,BRANCA,GLP,R$ / 13 kg,110.00,5/14/2025
 09.365.616/0001-30,MIRIAN P. B. MENANDRO GAS,,AVENIDA EMILIO ARROYO HERNANDES,3,,POZZOBON,15503-027,VOTUPORANGA,SAO PAULO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,100.00,5/12/2025
 08.851.554/0001-04,COMÉRCIO DE GÁS PARA USO DOMÉSTICO DOIS IRMÃOS DE CORDOVIL LTDA,DEPÓSITO DE GÁS DOIS IRMÃOS,RUA CAPITAO  CRUZ,408,,CORDOVIL,21250-520,RIO DE JANEIRO,RIO DE JANEIRO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,89.90,5/12/2025
